x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.1,2016-03-01 00:00:00,AB,2016,3,1,-0.6,,-6.9,,5.8,,0.2,,,M,,M,1,,19,,35,,0,,18.6,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.2,2016-03-02 00:00:00,AB,2016,3,2,-1.3,,-4.1,,1.6,,0,,,M,,M,1,,19,,33,,0,,19.3,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.3,2016-03-03 00:00:00,AB,2016,3,3,4,,-4.3,,12.3,,0,,,M,,M,1,,27,,57,,0,,14,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.4,2016-03-04 00:00:00,AB,2016,3,4,3.8,,-5.2,,12.8,,0,,,M,,M,0,T,0,,0,,0,,14.2,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.5,2016-03-05 00:00:00,AB,2016,3,5,6.6,,-3.7,,16.8,,0,,,M,,M,1,,29,,57,,0,,11.4,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.6,2016-03-06 00:00:00,AB,2016,3,6,4,,-1.9,,9.8,,0,,,M,,M,0,T,14,,33,,0,,14,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.7,2016-03-07 00:00:00,AB,2016,3,7,3.9,,-3.7,,11.5,,0,,,M,,M,0,T,29,,33,,0,,14.1,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.8,2016-03-08 00:00:00,AB,2016,3,8,2.6,,-4,,9.1,,0,,,M,,M,1,,28,,37,,0,,15.4,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.9,2016-03-09 00:00:00,AB,2016,3,9,1,,-7.5,,9.4,,0,,,M,,M,1,,0,,0,,0,,17,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.10,2016-03-10 00:00:00,AB,2016,3,10,6.5,,-2.8,,15.8,,0,,,M,,M,0,T,25,,83,,0,,11.5,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.11,2016-03-11 00:00:00,AB,2016,3,11,5.3,,-1.7,,12.3,,0,,,M,,M,1,,15,,39,,0,,12.7,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.12,2016-03-12 00:00:00,AB,2016,3,12,6.9,,-1.2,,15,,0,,,M,,M,1,,28,,39,,0,,11.1,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.13,2016-03-13 00:00:00,AB,2016,3,13,4.1,,-1.5,,9.6,,0,,,M,,M,1,,24,,56,,0,,13.9,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.14,2016-03-14 00:00:00,AB,2016,3,14,0.6,,-5.4,,6.5,,0,,,M,,M,1,,1,,41,,0,,17.4,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.15,2016-03-15 00:00:00,AB,2016,3,15,-0.1,,-5.8,,5.7,,0,,,M,,M,1,,30,,50,,0,,18.1,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.16,2016-03-16 00:00:00,AB,2016,3,16,2.5,,-2.2,,7.1,,0,,,M,,M,0,T,36,,50,,0,,15.5,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.17,2016-03-17 00:00:00,AB,2016,3,17,-1.6,,-4.6,,1.5,,0.5,,,M,,M,0,T,36,,44,,0,,19.6,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.18,2016-03-18 00:00:00,AB,2016,3,18,-3.1,,-9.6,,3.5,,0.2,,,M,,M,0,T,36,,32,,0,,21.1,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.19,2016-03-19 00:00:00,AB,2016,3,19,1.6,,-9.5,,12.7,,0,,,M,,M,0,T,17,,35,,0,,16.4,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.20,2016-03-20 00:00:00,AB,2016,3,20,4.6,,-4.6,,13.7,,0,,,M,,M,0,T,0,,0,,0,,13.4,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.21,2016-03-21 00:00:00,AB,2016,3,21,0.9,,-2.3,,4.1,,0,,,M,,M,1,,0,,0,,0,,17.1,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.22,2016-03-22 00:00:00,AB,2016,3,22,-1.1,,-5.9,,3.7,,0,,,M,,M,1,,0,,0,,0,,19.1,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.23,2016-03-23 00:00:00,AB,2016,3,23,1.9,,-7,,10.7,,0,,,M,,M,1,,0,,0,,0,,16.1,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.24,2016-03-24 00:00:00,AB,2016,3,24,3.6,,-1.2,,8.3,,3.7,,,M,,M,1,,33,,41,,0,,14.4,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.25,2016-03-25 00:00:00,AB,2016,3,25,2.4,,-2.4,,7.2,,0,,,M,,M,0,T,0,,0,,0,,15.6,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.26,2016-03-26 00:00:00,AB,2016,3,26,3.1,,-4,,10.1,,0,,,M,,M,0,T,0,,0,,0,,14.9,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.27,2016-03-27 00:00:00,AB,2016,3,27,2.4,,-5.1,,9.9,,0,,,M,,M,0,T,35,,35,,0,,15.6,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.28,2016-03-28 00:00:00,AB,2016,3,28,5.7,,1,,10.3,,0,,,M,,M,0,T,35,,50,,0,,12.3,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.29,2016-03-29 00:00:00,AB,2016,3,29,5,,-1.8,,11.8,,0,,,M,,M,,,35,,35,,0,,13,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.30,2016-03-30 00:00:00,AB,2016,3,30,9.1,,5,,13.2,,0,,,M,,M,,,33,,61,,0,,8.9,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.3.31,2016-03-31 00:00:00,AB,2016,3,31,6,,1.5,,10.4,,0.4,,,M,,M,,,13,,46,,0,,12,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.1,2016-04-01 00:00:00,AB,2016,4,1,11.9,,4.4,,19.3,,0,,,M,,M,,,34,,41,,0,,6.1,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.2,2016-04-02 00:00:00,AB,2016,4,2,11.8,,2.1,,21.4,,0,,,M,,M,,,27,,59,,0,,6.2,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.3,2016-04-03 00:00:00,AB,2016,4,3,8.9,,2.7,,15,,0,,,M,,M,,,1,,32,,0,,9.1,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.4,2016-04-04 00:00:00,AB,2016,4,4,7.3,,0.6,,13.9,,0,,,M,,M,,,33,,61,,0,,10.7,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.5,2016-04-05 00:00:00,AB,2016,4,5,7.9,,1.7,,14,,0,,,M,,M,,,34,,76,,0,,10.1,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.6,2016-04-06 00:00:00,AB,2016,4,6,9.4,,4.1,,14.6,,0,,,M,,M,,,27,,56,,0,,8.6,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.7,2016-04-07 00:00:00,AB,2016,4,7,6.7,,-2.8,,16.1,,0,,,M,,M,,,0,,0,,0,,11.3,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.8,2016-04-08 00:00:00,AB,2016,4,8,11.4,,-1.1,,23.8,,0,,,M,,M,,,26,,48,,0,,6.6,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.9,2016-04-09 00:00:00,AB,2016,4,9,10.3,,2.7,,17.9,,0,,,M,,M,,,35,,78,,0,,7.7,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.10,2016-04-10 00:00:00,AB,2016,4,10,2,,-5.4,,9.3,,0,,,M,,M,,,2,,32,,0,,16,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.11,2016-04-11 00:00:00,AB,2016,4,11,6.4,,-5.3,,18.1,,0,,,M,,M,,,27,,46,,0,,11.6,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.12,2016-04-12 00:00:00,AB,2016,4,12,8.9,,-0.7,,18.4,,0,,,M,,M,,,28,,37,,0,,9.1,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.13,2016-04-13 00:00:00,AB,2016,4,13,10.6,,5,,16.1,,0.2,,,M,,M,,,33,,54,,0,,7.4,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.14,2016-04-14 00:00:00,AB,2016,4,14,4.2,,-0.7,,9,,0,,,M,,M,,,3,,33,,0,,13.8,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.15,2016-04-15 00:00:00,AB,2016,4,15,6.8,,-0.2,,13.8,,0,,,M,,M,,,19,,41,,0,,11.2,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.16,2016-04-16 00:00:00,AB,2016,4,16,8.3,,0,,16.5,,0,,,M,,M,,,0,,0,,0,,9.7,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.17,2016-04-17 00:00:00,AB,2016,4,17,10.3,,0,,20.6,,0,,,M,,M,,,19,,39,,0,,7.7,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.18,2016-04-18 00:00:00,AB,2016,4,18,12.3,,0.8,,23.7,,0,,,M,,M,,,16,,56,,0,,5.7,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.19,2016-04-19 00:00:00,AB,2016,4,19,15.3,,3.6,,26.9,,0,,,M,,M,,,7,,33,,0,,2.7,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.20,2016-04-20 00:00:00,AB,2016,4,20,12.4,,6.4,,18.3,,0.2,,,M,,M,,,35,,41,,0,,5.6,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.21,2016-04-21 00:00:00,AB,2016,4,21,12,,0.9,,23,,0,,,M,,M,,,3,,43,,0,,6,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.22,2016-04-22 00:00:00,AB,2016,4,22,8.7,,3.5,,13.9,,0,,,M,,M,,,2,,39,,0,,9.3,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.23,2016-04-23 00:00:00,AB,2016,4,23,4.5,,1.3,,7.7,,1,,,M,,M,,,0,,0,,0,,13.5,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.24,2016-04-24 00:00:00,AB,2016,4,24,3.9,,1.1,,6.6,,0.7,,,M,,M,,,0,,0,,0,,14.1,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.25,2016-04-25 00:00:00,AB,2016,4,25,3.3,,1.3,,5.3,,0.7,,,M,,M,,,0,,0,,0,,14.7,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.26,2016-04-26 00:00:00,AB,2016,4,26,6.1,,0.8,,11.4,,0,,,M,,M,,,0,,0,,0,,11.9,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.27,2016-04-27 00:00:00,AB,2016,4,27,6.5,,0.9,,12,,0,,,M,,M,,,13,,37,,0,,11.5,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.28,2016-04-28 00:00:00,AB,2016,4,28,6.6,,1.9,,11.2,,0,,,M,,M,,,17,,56,,0,,11.4,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.29,2016-04-29 00:00:00,AB,2016,4,29,6.7,,1.8,,11.6,,0,,,M,,M,,,13,,46,,0,,11.3,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.4.30,2016-04-30 00:00:00,AB,2016,4,30,9.2,,4.7,,13.6,,0,,,M,,M,,,0,,0,,0,,8.8,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.1,2016-05-01 00:00:00,AB,2016,5,1,10.4,,-0.5,,21.2,,0,,,M,,M,,,0,,0,,0,,7.6,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.2,2016-05-02 00:00:00,AB,2016,5,2,14.2,,2.6,,25.8,,0.2,,,M,,M,,,14,,32,,0,,3.8,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.3,2016-05-03 00:00:00,AB,2016,5,3,16.1,,4.6,,27.6,,0.2,,,M,,M,,,34,,32,,0,,1.9,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.4,2016-05-04 00:00:00,AB,2016,5,4,16.9,,7,,26.8,,0,,,M,,M,,,20,,37,,0,,1.1,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.5,2016-05-05 00:00:00,AB,2016,5,5,,M,11.1,E,,M,,M,,M,,M,,,35,,50,,,M,,M,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.6,2016-05-06 00:00:00,AB,2016,5,6,11,,1.9,,20.1,,0,,,M,,M,,,0,,0,,0,,7,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.7,2016-05-07 00:00:00,AB,2016,5,7,15.5,,2.8,,28.1,,0,,,M,,M,,,19,,41,,0,,2.5,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.8,2016-05-08 00:00:00,AB,2016,5,8,12.5,,6.3,,18.7,,0.7,,,M,,M,,,34,,63,,0,,5.5,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.9,2016-05-09 00:00:00,AB,2016,5,9,6.6,,2.3,,10.8,,0.2,,,M,,M,,,1,,57,,0,,11.4,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.10,2016-05-10 00:00:00,AB,2016,5,10,6.3,,-0.9,,13.4,,0,,,M,,M,,,36,,48,,0,,11.7,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.11,2016-05-11 00:00:00,AB,2016,5,11,7.2,,-0.7,,15,,0,,,M,,M,,,15,,37,,0,,10.8,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.12,2016-05-12 00:00:00,AB,2016,5,12,4.5,,0.6,,8.3,,5,,,M,,M,,,14,,33,,0,,13.5,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.13,2016-05-13 00:00:00,AB,2016,5,13,4.4,,-2,,10.8,,0.2,,,M,,M,,,0,,0,,0,,13.6,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.14,2016-05-14 00:00:00,AB,2016,5,14,6.2,,-2.6,,14.9,,0,,,M,,M,,,17,,39,,0,,11.8,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.15,2016-05-15 00:00:00,AB,2016,5,15,8.6,,-0.5,,17.7,,0,,,M,,M,,,19,,48,,0,,9.4,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.16,2016-05-16 00:00:00,AB,2016,5,16,11.4,,1.8,,20.9,,0,,,M,,M,,,17,,50,,0,,6.6,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.17,2016-05-17 00:00:00,AB,2016,5,17,16.3,,8.6,,24,,0,,,M,,M,,,34,,37,,0,,1.7,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.18,2016-05-18 00:00:00,AB,2016,5,18,15.6,,6.7,,24.4,,0.5,,,M,,M,,,33,,52,,0,,2.4,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.19,2016-05-19 00:00:00,AB,2016,5,19,9,,4.2,,13.7,,7.2,,,M,,M,,,36,,50,,0,,9,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.20,2016-05-20 00:00:00,AB,2016,5,20,5.2,,1.2,,9.1,,1.9,,,M,,M,,,33,,56,,0,,12.8,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.21,2016-05-21 00:00:00,AB,2016,5,21,4.4,,1.9,,6.9,,8.9,,,M,,M,,,34,,44,,0,,13.6,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.22,2016-05-22 00:00:00,AB,2016,5,22,2.9,,0.4,,5.3,,16,,,M,,M,,,32,,56,,0,,15.1,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.23,2016-05-23 00:00:00,AB,2016,5,23,6.4,,3.3,,9.4,,1.4,,,M,,M,,,34,,56,,0,,11.6,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.24,2016-05-24 00:00:00,AB,2016,5,24,10,,3.7,,16.2,,0,,,M,,M,,,0,,0,,0,,8,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.25,2016-05-25 00:00:00,AB,2016,5,25,12.3,,3.7,,20.8,,0,,,M,,M,,,33,,52,,0,,5.7,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.26,2016-05-26 00:00:00,AB,2016,5,26,12.5,,5.3,,19.7,,0.2,,,M,,M,,,18,,35,,0,,5.5,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.27,2016-05-27 00:00:00,AB,2016,5,27,9.3,,6.1,,12.4,,9.1,,,M,,M,,,34,,37,,0,,8.7,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.28,2016-05-28 00:00:00,AB,2016,5,28,8.6,,1,,16.2,,0.2,,,M,,M,,,28,,41,,0,,9.4,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.29,2016-05-29 00:00:00,AB,2016,5,29,12.7,,5.7,,19.7,,6,,,M,,M,,,32,,50,,0,,5.3,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.30,2016-05-30 00:00:00,AB,2016,5,30,10.2,,5.5,,14.8,,4.5,,,M,,M,,,34,,59,,0,,7.8,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.5.31,2016-05-31 00:00:00,AB,2016,5,31,10.5,,3.4,,17.5,,0,,,M,,M,,,0,,0,,0,,7.5,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.1,2016-06-01 00:00:00,AB,2016,6,1,13.3,,4.7,,21.8,,0,,,M,,M,,,27,,61,,0,,4.7,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.2,2016-06-02 00:00:00,AB,2016,6,2,15.4,,8.1,,22.7,,0,,,M,,M,,,25,,57,,0,,2.6,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.3,2016-06-03 00:00:00,AB,2016,6,3,15.5,,6.3,,24.7,,0,,,M,,M,,,27,,48,,0,,2.5,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.4,2016-06-04 00:00:00,AB,2016,6,4,17.7,,9.1,,26.3,,0.2,,,M,,M,,,0,,0,,0,,0.3,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.5,2016-06-05 00:00:00,AB,2016,6,5,18.2,,11.3,,25.1,,0.2,,,M,,M,,,13,,32,,0.2,,0,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.6,2016-06-06 00:00:00,AB,2016,6,6,21.3,,12.5,,30,,0,,,M,,M,,,17,,32,,3.3,,0,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.7,2016-06-07 00:00:00,AB,2016,6,7,22.3,,15.2,,29.3,,0.4,,,M,,M,,,8,,44,,4.3,,0,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.8,2016-06-08 00:00:00,AB,2016,6,8,20.6,,14,,27.1,,0,,,M,,M,,,19,,48,,2.6,,0,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.9,2016-06-09 00:00:00,AB,2016,6,9,18.2,,12.4,,24,,0.2,,,M,,M,,,27,,54,,0.2,,0,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.10,2016-06-10 00:00:00,AB,2016,6,10,13,,9.8,,16.2,,4,,,M,,M,,,36,,37,,0,,5,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.11,2016-06-11 00:00:00,AB,2016,6,11,14.1,,9.7,,18.5,,2.2,,,M,,M,,,28,,57,,0,,3.9,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.12,2016-06-12 00:00:00,AB,2016,6,12,12.9,,5.3,,20.5,,0,,,M,,M,,,28,,57,,0,,5.1,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.13,2016-06-13 00:00:00,AB,2016,6,13,15.1,,8.8,,21.3,,0,,,M,,M,,,20,,43,,0,,2.9,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.14,2016-06-14 00:00:00,AB,2016,6,14,13.3,,8.2,,18.3,,0.4,,,M,,M,,,28,,57,,0,,4.7,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.15,2016-06-15 00:00:00,AB,2016,6,15,10.1,,2.8,,17.4,,0.2,,,M,,M,,,25,,44,,0,,7.9,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.16,2016-06-16 00:00:00,AB,2016,6,16,11,,4.9,,17.1,,0,,,M,,M,,,26,,63,,0,,7,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.17,2016-06-17 00:00:00,AB,2016,6,17,12.9,,5.8,,20,,0,,,M,,M,,,25,,44,,0,,5.1,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.18,2016-06-18 00:00:00,AB,2016,6,18,11.2,,2.3,,20,,0,,,M,,M,,,36,,33,,0,,6.8,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.19,2016-06-19 00:00:00,AB,2016,6,19,15.5,,8.7,,22.2,,3.7,,,M,,M,,,33,,52,,0,,2.5,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.20,2016-06-20 00:00:00,AB,2016,6,20,15.7,,8.2,,23.2,,0.2,,,M,,M,,,0,,0,,0,,2.3,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.21,2016-06-21 00:00:00,AB,2016,6,21,15.3,,8,,22.6,,0,,,M,,M,,,34,,56,,0,,2.7,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.22,2016-06-22 00:00:00,AB,2016,6,22,16.2,,7.8,,24.5,,0.2,,,M,,M,,,30,,48,,0,,1.8,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.23,2016-06-23 00:00:00,AB,2016,6,23,16.6,,9.6,,23.5,,0,,,M,,M,,,33,,33,,0,,1.4,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.24,2016-06-24 00:00:00,AB,2016,6,24,13.3,,6.7,,19.9,,20.5,,,M,,M,,,30,,33,,0,,4.7,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.25,2016-06-25 00:00:00,AB,2016,6,25,15.5,,10,,20.9,,5.5,,,M,,M,,,31,,56,,0,,2.5,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.26,2016-06-26 00:00:00,AB,2016,6,26,16.2,,11.7,,20.7,,1.8,,,M,,M,,,0,,0,,0,,1.8,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.27,2016-06-27 00:00:00,AB,2016,6,27,17,,9,,24.9,,0.2,,,M,,M,,,18,,39,,0,,1,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.28,2016-06-28 00:00:00,AB,2016,6,28,17.6,,11.1,,24,,1.6,,,M,,M,,,16,,37,,0,,0.4,,,,,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2016.6.29,2016-06-29 00:00:00,AB,2016,6,29,17.5,,9.9,,25,,0.2,,,M,,M,,,0,,0,,0,,0.5,,,,,
